,user,date,rating,review
315,Anonymous,30-Oct-15,10,"I lost my life.I lost my friends.I lost my girlfriend.I lost my personality.I forgot my hobbies.I forgot my studies.I forgot my manners.And finally, when I thought life would get better, I lost my family.GGWP 11/10 Would P[l]ay Again."
317,Anonymous,19-Oct-15,10,AMAZING! I Just got myself 3620 Free Riot Points for League of Legends at www.riotgenerator.com Check it out it really works!  AMAZING!  AMAZING! I Just got myself 3620 Free Riot Points for League of Legends at www.riotgenerator.com Check it out it really works!
324,Anonymous,13-Oct-15,10,"10/10 no camsluts streaming.10/10 actually requires skill and team work.Fack diretide because source engine 2.Origional heroes that look non big titted. Runs better than runescape.No garbo cosmetics for bigger bubbz on sniper compared to slut of legends.10/10 ignNo cap in ranked, so whos da best?"
334,Anonymous,14-Aug-15,10,Best game ever. 1500 hours omg just cant stop playing this thanks valve to give me such a great game much better than lol or any another moba recomended
335,Anonymous,28-Jul-15,10,A great PVP game and the best MMO-RPG game in the world thanks to valve we have great servers and we can play without any lag.If you trying to decide between LOL or Dota 2 then now you are looking to right game's review have fun be positive to your teammates =).
345,Anonymous,24-Jul-15,10,The Best game ever i will and gonna play in my entire life i play this game for 8 years and im still playing this game becase is the best game ever!!!
346,Anonymous,20-Jun-15,10,You are either wasting your time or winning.There are no compromises or hand holding.You hate it because you're scared to adapt.MOBAs can't get more realistic than this one.
350,Anonymous,03-Jun-15,10,"Always the best of all games, steam I'm proud of you, I played this game a 6 years ago, and now is all perfect, I never imagine that game was so awsome.For sure is the bes of all ages and times.You have to ply this game."
353,Anonymous,26-Apr-15,10,"A game hard to master but with an amazing sense of reward! Cyka Blyat and privet rule EU servers which is always fun! A game that contributes into a roller-coast and funky but worthy dementia. Welcome into the rabbit hole, we can only hope you can't get out anymore!"
354,Anonymous,03-Apr-15,10,"Beginners are screwed at first, but eventually they will discover a new, extremely satisfying level of gameplay. Dota 2 is an amazing game because of its strategic depth, constantly varying games, and established highly competitive scene. This game generates challenges both for the casual and the more serious player."
365,Anonymous,20-Feb-15,10,This game is wonderful with so much depth that even after over 8 years of playing it I still have much to learn. But all of that depth and beauty is ruined by the horrible community. If you want to enjoy this game and have fun it's best to play with friends. Otherwise be ready for a lot of frustration if you play solo.
374,Anonymous,16-Feb-15,10,"Started my first game, client recommended that I play some bot games to learn as I started out, I said ""Awww, nah, I'll just jump into normal matchmaking"". Immediately lost 10 games in a row, and was subject to an entire life's worth of abuse and reports for being a noob. 700 hours later I do not regret my decision.11/10, would get flamed again."
377,Anonymous,12-Feb-15,10,"It's one of the best, I really love this game. I hope they will add more heroes and maps to the game. There are over 90 heroes to choose from currently, and it's truly competitive games I've ever played."
378,Anonymous,03-Feb-15,10,"Addictively fun clickfest mixed with crushing frustration. If there was a symbol to describe the feeling you get playing Dota 2, it would be the yin-yang. A balance of good and bad elements that create an epic game. It is hard to properly describe a game that has acended to this height of audacious creativity. One can only stand and stare in awe."
379,Anonymous,05-Jan-15,10,"BEST GAME IN STEAM,BEST GAME IN PC for you guys that hate this at least learn how to play i wonder why soo many peps hate this its free you dont need to use money/play 1 hour to unlock heroes,thank you gabe newell"
382,Anonymous,25-Dec-14,10,"nice but it's all just about game, don't be serious. sometime you need to back in your life. game is game, your life must go on. chase what you want. But for overall. it's very nice game. i really enjoy play this game. Just try , and let your brain make a good way to be a winner."
383,Anonymous,24-Nov-14,10,"I have played over 450 hours of this game and it never gets boring, its a great free to play game that the things you buy in game have no effect of how good you are at the game, by far, the best free to play game ever."
385,Anonymous,20-Nov-14,10,Absolutely brilliant game that pioneered and defined the MOBA genre. Best of its kind and the most difficult too; new users may have trouble acclimating to the level of competitiveness.But it's an absolutely excellent game. At least try it!
392,Anonymous,13-Nov-14,10,"Within a year, I could speak fluent peruvian and russian.In all seriousness, Dota 2 is a highly addictive real time strategy game. It looks beautiful and is very rewarding. Hard to learn, hard to master. I definitely recommend it to anyone.10/10"
395,Anonymous,11-Nov-14,10,"- Hard as hell, require skill and brain .... check- ""Good"" matchmaking system ... check- Servers full of !@#$%^& noob / re!@#$ (sorry if this is offensive) russians, pinoys and peruvians ... check- Nice cosmetic system ... check- And last one: ""Fun? You must be new""10/10 would play again"
397,Anonymous,08-Nov-14,10,"This is a game that I thoroughly enjoy playing. It uses RTS (Real Time Strategy) in a fun, exciting and very challenging way. The only real problem is the largely volatile community, but that is found in all games of this kind (LoL, for example). Overall: a very well-developed, well-polished game that fully deserves 10/10."
403,Anonymous,05-Nov-14,10,"A really great online battle game, loads of depth, lots of heroes and lots of replay-ability. Very nice business model in that you only really pay for vanity gear, just wish they updated the game a bit more regularly. Still a 10 from me due to the sheer value for money and quality of the product."
405,Anonymous,21-Oct-14,10,"Its a MOBA, the father os MOBAs; a nice one. The game its hard as hell, and require friends to play. One of the excellent thing, its free; real free. You download the game, and play it. Its not for everyone."
409,Anonymous,18-Sep-14,10,"Seriously awesome game, even though it's a bit addictive, so watch out for that.- Not ONE gameplay aspect requires payment.On a sidenote though, this game is more about competition than it is about ""fun"", and while playing it you may find yourself on a toxic environment, this being especially true for new players."
410,Anonymous,13-Sep-14,10,"I have often normally had the ""high five"" with Sweetie Pearl J. Padilla and Maegan Ysabelle M. Belardo from Academy of Jesus by playing favorites with heroes with Naga Siren (Slithice), Moon Rider (Luna), and Skywrath Mage (Dragonus)."
411,Anonymous,07-Sep-14,10,"Best game so far. A real time strategy packed with action ... it's ARTS ! The game have many strategies and combo you can do with heroes. The game is not a pay to win game, so you will only find cosmetics to buy or anythings related to this."
417,Anonymous,30-Aug-14,10,The best MOBA game!! Awesome graphics and animations!!! Also very helpfull with the new players!!  You can win with your skills and not with your money!!!
418,Anonymous,13-Aug-14,10,I've played this game for 273 hours and I think this game is great with good replay value but its gets competitive quick + it becomes a race for the toxic heroes or for there counters but its worth playing if you like mobas
419,Anonymous,11-Aug-14,10,"Awesome game needs time to learn but at all its just god damn awesome, i would everybody recommend to play it if u like MOBAS/ARTS i go about 3k hours now and i will play way more :) awesome!. Btw the company is talented not like riot haha, i mean the content patches are AWESOME and big"
420,Anonymous,11-Aug-14,10,Certainly the most addictive game I played. I love the minimalist core concept combined with an almost unlimited depth. If you play it (semi-)regularly with a team consisting of friends it's at its best. A competitive game avec brio!
421,Anonymous,08-Aug-14,10,"This is totally my favorite game of my favorite genre. Lots of characters, lots of items, lots of strategies and, of course, lots of fun! Graphics were improved since Warcraft Dota, too."
424,Anonymous,03-Aug-14,10,"Playing this over 10 god damn years. Still not done yet - game to freakin deep - the neverstopping process of learning new, analysing data, mastering all the little aspects will literally drive you nuts if you brain loves to keep working. But nobody forces you to - you can just have fun like most of the players do."
425,Anonymous,27-Jul-14,10,Fantastic game. The graphics and cg are amazing. Though the tutorials might be a bit confusing for people who have never played dota1 or similar games.
426,Anonymous,12-Jul-14,10,"Best free to play game in a true sense. There's no need to buy new heroes, no Pay-to-win issue at all. The game is absolutely fantastic especially after Valve has been putting focus on server stability, balance and the most importantly, community. It's amazing how the game has been improved since its first Beta launch back in 2011."
427,Anonymous,08-Jul-14,10,"MOBA is a terrible genre name, but that being said, this is easily the best of the genre. The most balanced by far with the highest skill ceiling.Aside from the gameplay, Valve does a great job keeping it updated and working, it has one of the best clients i've seen in a multiplayer video game in a while"
431,Anonymous,06-Jul-14,10,"10/10 Best language learning tool EVER. Makes Rosetta Stone look like a JOKE. Available in Brazilian Portuguese, Russian, Spanish and every language in the European Union."
432,Anonymous,02-Jul-14,10,"Best MOBA there is. Graphics are much better than it's competitors (LoL), it's not full of 9 year olds (LoL), it's not pay to win (LoL), and it doesnt take 3 3rd party DRMs to play (LoL). It may be hard at first, but it gets easier.Also $10,000,000 international prizepool."
434,Anonymous,02-Jul-14,10,"the best game in the world... ""One of the best, most difficult and truly competitive games I've ever played. It is free and doesn't have any pay-to-win, all heroes are free, the only paid content are cosmetical items that DO NOT change gameplay."" nuff said"
436,Anonymous,01-Jul-14,10,The MOBA that every gamer should try for at least a few hours. DoTA is nearly ten years old and is the wisest of all the MOBAs. Each hero is playable and competitive and patches are carefully balanced on buffs and nerfs. Heroes aren't nerfed for being the flavor of the month and are still competitive after getting nerfed a wee bit.
437,Anonymous,05-Jun-14,10,"This game is for old DOTA players, not friendly at all to newbie. But it's a lot of fun. The game improved a lot fo stuff from the original DOTA, and making the game play super fluent. Skills and experience are important. Players can enjoy the games for a very long time, and never get the feeling of repetition."
440,Anonymous,05-Jun-14,10,"I may not the the biggest fan of this game. But sorry for saying, the idiots who spammed with 0s and ""diretide"" really pity me. I want to give at least this 10 of mine to fix the curve maybe a tiny bit..."
441,Anonymous,05-Jun-14,10,"Best game i've ever played!!And it's also addictive as hell, I've played it for more than 1600 hours and I still have many things to learn and increase, love this game!!"
442,Anonymous,29-May-14,10,"One of the best games I've ever played. These is so much depth to the gameplay that comes into play each game- positioning, item choice, farming, team composition, etc.Not an easy game to get into and far from simple to master, but very satisfying. 10/10 been playing for a year and will likely continue to play for a long time."
445,Anonymous,28-May-14,10,This is the OG of Moba's. The depth of this game puts it on a level far about the Moba's that have come after it. If you want true Moba immersion Dota 2 is the game you want.
447,Anonymous,14-May-14,10,Great game. Discount the negative reviews. All of them were made by idiots. This game has improved a lot in the 3 years its been available to the public. Amazing voice acting. Amazing visual effects.
449,Anonymous,11-May-14,10,This game is so addictive. There are over 50 heroes that you can choose. this game requires skill and good technique to play it.  I recommend this game also for new comers. Give this game a try and don't hesitate while playing it and you for sure will love it.
451,Anonymous,02-May-14,10,"I'm an avid fan of DotA.Valve did a great job recreating DotA *well... some of it*! *Thumbs up*+ Competitive- Hard Learning curve for newbies+ Heroes are open to pick unlike the other game *BOOOOOO*+ Free to Play! It only has cosmetic items, no paid advantage!""Easy to learn, Hard to master"""
455,Anonymous,28-Apr-14,10,Definitely one of the best games i've ever played. I started out playing LoL but tried out dota and it turned out to be great! I love it. It's especially fun to play with your friends if you are 5. It makes it more fun and give you more teamplay and you will win easily! Try it!
456,Anonymous,24-Apr-14,10,"This game ruined my life! Very addictive and irresistible. Been playing dota for 10 years now and dota 2 just made it more great. The graphics, the art style, pvp matching actions, and more just made it more great . I quit several times but still I keep coming back. There's something in this game that keeps us coming back and get more hyped. I recommend it to every hardcore gamers out there."
457,Anonymous,12-Apr-14,10,Theres a reason this is the most played PC game of all time as of the moment. The first few games suck yes but when you learn you cant put it down. If one person on your team feeds you lose but i dont have a problem with losing i still have fun. A game can take from 20mins to 1 or so hours its a joy to play with friends i recommend it highly. 10/10 Ruined my life.
460,Anonymous,04-Apr-14,10,The best game ever...IceFrog idea of a competitive game has been taken to the next level with Valves support and built a whole world up around it.Many hours spent playing this game and I see many many more coming.
462,Anonymous,22-Mar-14,10,They delivered diretide. They delivered diretide. They delivered diretide. They delivered diretide. They delivered diretide. They delivered diretide. They delivered diretide.
463,Anonymous,14-Mar-14,10,"One of the best game I've ever played, even though learning curve is really high it still gives lots of fun.For some reasons I heard that this game is really imbalanced, probably because it's mostly directed to competitive scene."
467,Anonymous,23-Feb-14,10,"Probably the best game ever made, gj valve.Probably the best game ever made, gj valve.Probably the best game ever made, gj valve.Probably the best game ever made, gj valve."
468,Anonymous,17-Feb-14,10,"I had so much fun punching elephants to death when i wasnt stunned. I got some good punches on this fat ass elephant but not many because everyone has a stun. Worst lego game ever. I might aswell go watch the lego movie coming out in the cinemas because im a 12 year old. either way, dota 2 sucks big black galaxy bars."
470,Anonymous,02-Feb-14,10,"I like dis game very much. I wait long time, but Volvo giff me diretide and new character to play with. Game is not dead anymore. Thank you Volvo, I buy your car and game for long time."
479,Anonymous,28-Jan-14,10,Its a very good game. I started playing since the beta about 1 and a half year ago. Its true that its hard to master the game but Its very interesting and fun to master each hero. As you get to learn that each character is situational and not the same. I have become addicted to it and i find it as my favorite Action RTS.
481,Anonymous,27-Jan-14,10,"Negative points just come from the delay Diretide event. People are not really mean. Great graphics, best RPG gameplay, great metagame. E-sport game of the year 2013. Enough said!"
482,Anonymous,27-Jan-14,10,"Amazing gaming, VERY difficult to learn but amazingly rewarding when you start to understand the mechanics and using little details that can turn the tide of a game on the long run."
483,Anonymous,09-Jan-14,10,"Many blame the game for its horrible community. It is indeed rude and childish, but to blame the game itself for it would be pointless. As for the game itself, it's pointless to rate a free-to-play product of such quality and stability lower that 10, as Valve has done tremendous job to preserve DotA into Source engine and introduce new elements which help attract new players and old players alike."
486,Anonymous,24-Dec-13,10,"The game is nice   very close to the original dota  witch i loved). the game is much more complex from LoL so at first it is a little hard   but i like it when its hard) the game has  some way to go but its a very good game, just give it a chance "
489,Anonymous,24-Dec-13,10,"This game is one of the most skill intensive games out there. The team dynamic is crucial to do well and the game play is fun and highly addicting. If your looking for a game to really submerse yourself into, then this is it."
490,Anonymous,24-Dec-13,10,"Best game made in the last years, thank you for picking up a bootleg WC3 mod we all loved and got hooked! dismemberd! and life stolen by! Thank you Valve"
491,Anonymous,24-Dec-13,10,"Complex, competitive, fun and loads of teamwork. Different play styles can lead to victories or defeat with heavy punishments for small mistakes. A single team fight can change the whole course of the game. With varied controls and a huge amount of heroes to play, any combination of skills and items can be possible. DOTA 2, a very good experience and takes a lifetime to master."
492,Anonymous,22-Dec-13,10,"All in all this game is a good  one.Since the first beta days there was a large improvement.As a result you have a normally balanced gameplay, a lot of heroes to choose, different events and a lot of patches.Valve has proved that they know how to create a real special game."
493,Anonymous,19-Dec-13,10,It's so sad that a lot of people put negative comments in this great game all because of Diretide. Otherwise very good game. New player here and extremely pleased at how well made the game is. Good job Valve.
494,Anonymous,19-Dec-13,10,"Free game, awesome updates and great community. The micro transactions give you no advantage in game which is awesome. Also there are constant updates to make the interface fresh."
495,Anonymous,18-Dec-13,10,"If you want real MOBA, this is. If you just want to think you are good at MOBA, go play LoL.There is a reason that even Blizzard is going to copy Dota"
497,Anonymous,16-Dec-13,10,"I give this game a 9.5, but it is closer to a 10 so I'll give it that. It is also to offset the idiots that think giving a game anything at or below a 3 is appropriate. It is a lot of fun and is the most complex MOBA out there in my opinion. However, I will stick to LoL for my more casual party games with friends, but Dota is a great hardcore game."
499,Anonymous,12-Dec-13,10,"A game that has been refined for over 10 years as a mod for warcraft3 then ported to new light with the care and consideration that only valve can afford, always listening to the community and always refining their games no matter how old they get (e.g. TF2, Counter Strike).DotA couldn't have asked for a better developer to refine it."
500,Anonymous,11-Dec-13,10,Such a wonderfully crafted and beautiful game. Every match is different and fun. There is a lot of depth but with some dedication you really start to appreciate the game's complexity and balance.
502,Anonymous,11-Dec-13,10,GOD  The best Game ever for MultiplayerBetter than StarCraft  LOL or othersFor me is The best Game everYou can try to play any char you will found a good way to win 
503,Anonymous,09-Dec-13,10,"Steep learning curve, and I say this even though I played Dota1 for 2 years back when I played wc3. Incredibly rewarding teambased strategy game. Wouldn't recommend playing it by yourself, but the most fun i've had playing a competitive game in years. What Valve is doing for the growth of Dota2 in Esports as well is amazing!"
504,Anonymous,08-Dec-13,10,1 word  perfection i started playing dota 1 like 4 years ago and stopped for a while but when dota 2 came out i regained my passion toward that game and got addicted back to it  i'm still playing this awesome game and enjoying the actual features with hope that valve gives us more in the close future :D keep up the good work volvo
507,Anonymous,07-Dec-13,10,"Amazing  epic, fantastic game, ive spent hours playing this beauty, its everything i want in a game and more. Cant wait till TI4. It is a very difficult game to learn. Ive been playing for over 10 years and cant claim ive mastered it in any way. Its worth it though. Love this game!"
508,Anonymous,03-Dec-13,10,There's 2 things about Dota 2 it's completely free and it's developed by VALVe. If that's not enough for you to try this game I don't know what is. The only thing that you have to spend in order to play this game is time.
510,Anonymous,02-Dec-13,10,Its good. Its free. And I all hero characters are available to play whenever unlike its overly expensive rival game League of Legends. Also volvo gave diretide so...
511,Anonymous,01-Dec-13,10,"This game is offering every fun factor that Dota-like genre can offer.Perfect models, voice works, graphics, effects....and boxes too.I want to give score 100!"
512,Anonymous,30-Nov-13,10,sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssick plaaaaaaaaaays love newell love icefrog suck my dick lol
513,Anonymous,27-Nov-13,10,"Excellent player-map interaction compared to similar game. Good balance and selection. Easily superior to League and Heroes, but unfortunately not as widespread. However, that situation is rapidly improving."
514,Anonymous,27-Nov-13,10,"Warcraft 3 DOTA wasn't developed to make money. DOTA 2 is identical to Warcraft 3 DOTA. The most unique game I can think of. Can be played in any way you'd like. Requires an enormous time-sink to fully appreciate. However, once mastered on an indivual level and once you're in a synchronised team, it's the most rewarding varied and competitive multiplayer game that exist within it's genre."
515,Anonymous,24-Nov-13,10,"You can ignore all the LOL fans who's best attempt to criticize the game fail just like TrueTrueReview did when giving it a 0 because it's copied Dota. Of course it copied Dota, that's the point of it. The original creator of the  WC3 mod, icefrog, ported his baby to on a modern engine. It's truest and best dota clone and deserves a 9.5 and a 10 if  they every improve the match making algo."
516,Anonymous,23-Nov-13,10,"After 6 years of dota i can say this is the best game i have ever played. More than 3000 houres of gameplay and playing is still fun. I realy enjoy dota 2! I am rly exited for the ""new"" heros and some realy new stuff. "
517,Anonymous,22-Nov-13,10,"It's not a noob friendly game, which explains many of the negative reviews along with the immature, shortsighted diretide idiots that ruined the rating of their beloved game. Best Dota type game out there, so  it should be a 8 or  9. Giving 10 to  compensate  for idiots."
518,Anonymous,21-Nov-13,10,Garbage matchmakingGarbage report systemGarbage game engine results in 9 games without someone being able to load and you reenter the queue0 communication and 0 visibility no visible MMR no ladders)
519,Anonymous,21-Nov-13,10,"Ignore all the 0/10 for Diretide reviews, there was a miscommunication to how much people wanted it, it bandwagoned, and now there's 3,000 0/10 reviews now outdated after Valve released diretide a week after the start of things.Great game, lots of fun, and free. Takes a bit to get started with, but definitely worth it down the road. 10/10"
520,Anonymous,20-Nov-13,10,Diretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvoDiretide given yay thx volvo
523,Anonymous,19-Nov-13,10,"Great Game, has an E-Sport base can't give it anything but a 10.Also ALL THE DIRETIDE PLZ YAS MUCH SPACE diretide quas ecort all the things plz yas moar diretide and the crafting is amazing lolz peace out"
524,Anonymous,18-Nov-13,10,"Of all the ARTS games out there, DotA 2 is far and away the best. The low user score comes from LOL fan boyz and diretide morons. The learning curve is steep, but once you learn, you'll see it's the deepest and most  beautiful game ever made."
526,Anonymous,18-Nov-13,10,"Just wanted to say that all the negatives reviewers are people who play league of legends and this is a great game, some what of a learning curve compared to league but eventually very easy to get into."
527,Anonymous,18-Nov-13,10,"Awesome game, great competitive gameplay with endless replayability. Im just trying to reduce the damage done by the ""give diretide"" retards and return it to a fair review"
528,Anonymous,17-Nov-13,10,"If you want to get the most out of this game, you have to invest the time to play the tutorial and a few bot matches offline. If you make that investment to learn how to play, it will pay off with the most wonderful online experience in existence. No other game compares to Dota 2."
530,Anonymous,17-Nov-13,10,"As Shinsena writes ""Valve releases one great game"" but then goes on to give it a ZERO because he had a few unfair  matches. No this game deserves a 9+ as it's a GOTY, so I'll give it a 10. If you have suggestion to improve it, use the steam forum not here."
532,Anonymous,17-Nov-13,10,Only defect is the rancid community. But this game is the actual standard for F2P model and listen users. 10/10 without dude. Valve always develop serious products
536,Anonymous,16-Nov-13,10,Dota 2 is a really fun Game i have about 1000 hours played and its still fun. The community is really easy to anger abd they have no patience. The user score should be a 9 but because of a delayed update they all went on rage mode.
538,Anonymous,16-Nov-13,10,I Love the Game. No pay to win.Well balanced  Good graphic. And most of all good Game-play.You have to like the genre. Then the game will be  perfectly for you.
539,Anonymous,16-Nov-13,10,"This is currently my favorite game. If you invest the time, you'll find it's the deepest of all the DotA clones out today. It's too bad, a few idiots choose to hurt the score instead of using  the proper channels to beg Valve for free content."
541,Anonymous,16-Nov-13,10,Don't listen to all the stupid kids that use Metacritic to complain about minor issues and hurt the score of the game they love. Ignore all retarded posts that say give diretide or volvo. Play this awesome game!
543,Anonymous,15-Nov-13,10,Amazing game with awesome features. Perfect upgrade from DOTA1. Valve is putting in tons of effort and it is paying off. I can play this game 100% for free every single day. New content comes regularly and they make a point of keeping the quality high.
544,Anonymous,15-Nov-13,10,"This is incredible game. This is strategy and action game at the same time! And this is Valve game. All valve's game the best of the world. 10/10, the Best!"
545,Anonymous,14-Nov-13,10,"This is one of my favorite games. For paid games, it deserves a 8+, but as a free game it should have a 9+ rating. Don't listen to the spoiled kids who feel entitled to to free content for a game they didn't pay for. Play this game, you'll love it!"
550,Anonymous,14-Nov-13,10,"volvo gave diretide. love restored.In all seriousness, don't let the lowish user score fool you, this is a great game and the community loves the devs, and the devs love them back."
551,Anonymous,14-Nov-13,10,For me this game is a 10/10 but it is my personal opinion i do believe that there are many flaws but i assure you that if you like this type of game you will fall in love with like i have.So i hope that valve continue working on making the game better and fixing all the flaw it has so that 10 becomes true 
552,Anonymous,14-Nov-13,10,This game is amazing! One of the best and most polished games i've played ever. This game improved so much since it was released on the beta. There are over 90 heroes to choose from currently and the gamplay is as intence and as rewarding as DOTA 1.
553,Anonymous,14-Nov-13,10,"After playing League of Legends, Heroes of Newerth, Dota and Dota-2, Dota-2 in my opinion is the best choice, you have every Hero available from the beginning and is a bit more difficult than the others (instead of Dota of course) So if you're looking for a challenging MOBA/ARTS Dota-2 is perfect for you"
554,Anonymous,14-Nov-13,10,"Nice game. THis is game is really awesome. In every aspect. So much better than lol, and hon. but Lol sucks more than hon. I don't even know how good that smite  is, but I think it's better than lol. because Lol sucks ballz. and Dota 2 is bezt."
559,Anonymous,14-Nov-13,10,"best AoS-style game out there. way more complex and rewarding than games like league of legends, and valve is one of the best developers of games ever."
561,Anonymous,14-Nov-13,10,"Dota 2 is excellent. Although it has a large learning curve, once you get past that it is addictive and fun. I haven't had much trouble with the community, sure there are flamers every once in a while, but I can't remember the last time I have been in a game with flamers. Excellent game. Give it a shot."
562,Anonymous,14-Nov-13,10,"Simply awesome,cant stop playing it .Highly detailed,deep,engaging,balanced but most of all what makes this great is the amount of love developers have shown and the amount of love the players of dota and fans have shown that makes it truely great."
568,Anonymous,14-Nov-13,10,"Much much much better than lol In addition, it is F2P which is amazing. And unlike, LoL or HoN which require you to use a rotating hero list until you buy your own with real money or accumulate enough in-game currency to purchase a single hero,"
571,Anonymous,14-Nov-13,10,"Great game, great mechanics, awesome community.VALVe did a really good job with the updates, a bit late, but worth it the waitToday 11/14/13, we got 2 new heroes (Ember and Earth spirit), we got diretide, we got a new re-work on Storm spirit wich looks awesome, we got a bunch of new items, we got EVERYTHING10/10"
